"Agrupamiento","Categoría","Proveedor","Cod. Barras","Producto","Costo","FactorMin","PrecioMin","FactorMay","PrecioMay","Stock","Activo"
"AMORTIGUADORES","NAKATA","ImbelloniR12","","AMORTIGUADOR DELANTERO PRISMA ONIX COBALT HG33090I","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","CORVEN","","2925164119","AMORTIGUADOR DELANTERO RENAULT 64119","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","CORVEN","","","AMORTIGUADOR IRAUTO IR0812STG (34327)","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","LIP","ImbelloniR12","262510155","AMORTIGUADOR KANGOO 13/... (34700) st0155g","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","LIP","","0019","AMORTIGUADOR LIP CT0019G(22208G-CORVEN )","$1.00","5.00%","$5.00","5.00%","$5.00","4","Si"
"AMORTIGUADORES","LIP","","","AMORTIGUADOR LIP LC0044 (44277G-CORVEN )","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","LIP","","","AMORTIGUADOR LIP SA0224G  (42302G-CORVEN )","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","LIP","","","AMORTIGUADOR LIP SA0292G(42736G-CORVEN )","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","LIP","","","AMORTIGUADOR LIP SA0293G (42740G-CORVEN  )","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","LIP","","","AMORTIGUADOR LIP ST0019H (34156-CORVEN  )","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","LIP","","","AMORTIGUADOR LIP ST0070 (34301G-CORVEN )","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","LIP","","","AMORTIGUADOR LIP ST0074G(34327G-CORVEN)","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","LIP","","","AMORTIGUADOR LIP ST0156G (34701G-CORVEN)","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","LIP","","","AMORTIGUADOR LIP ST0270    (35545G-CORVEN)","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","CORVEN","","","AMORTIGUADOR MP30094","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","NAKATA","","7890903036441","AMORTIGUADOR NAKATA HG31040 (42101G)","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","NAKATA","","7890903023304","AMORTIGUADOR NAKATA HG33053 (35001)","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","NAKATA","","7890903031705","AMORTIGUADOR NAKATA HG36081 (34459G)","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","SADAR","ImbelloniR12","","AMORTIGUADOR P206/207 10202GOP (42722G)","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","SADAR","ImbelloniR12","60043","AMORTIGUADOR SADAR 60043GOP  (34529)","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","SUSPENSION DEL","ImbelloniR12","","AMORTIGUADOR TRASERO POLO IRAUTO IR0764LCG","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","CORVEN","","2625142124","AMORTIGUADOR TRASERO RENAULT 42124","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","CAZOLETA","","","CAZOLETA  995425-CVTH","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","CAZOLETA","","","CAZOLETA AMORTIGUADOR DEL 1520-CAPEMI","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","CAZOLETA","ImbelloniR12","","CAZOLETA C/CRAPODINA FIAT 6CZ5959D-CORVEN","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","CAZOLETA","ImbelloniR12","","CAZOLETA C/CRAPODINA FIAT 6CZ5959I-CORVEN","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","CAZOLETA","","","CAZOLETA C/CRAPODINA KANGOO 6CZ7703C","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","CAZOLETA","","","CAZOLETA C/CRAPODINA VTH5425C","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","CAZOLETA","","","CAZOLETA C/CRAPODINA VW 6CZ5499C-CORVEN","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","CAZOLETA","ImbelloniR12","","CAZOLETA C4 / 307 6CZ7444-CORVEN","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","CAZOLETA","ImbelloniR12","","CAZOLETA DER CAPEMI cap7053 (6CZ5959D-CORV)","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"AMORTIGUADORES","CAZOLETA","ImbelloniR12","","cazoleta gol 995499c  VTH5499C","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","CAZOLETA","","7990996023790","CAZOLETA IZQ CAPEMI cap7052 (6CZ5959I-CORV)","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"AMORTIGUADORES","CAZOLETA","ImbelloniR12","","cazoleta meriva / corsa 2 6CZ5636","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","CAZOLETA","ImbelloniR12","","CAZOLETA PRISMA ONIX CON CRAPODINA 998816C-VTH","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","CAZOLETA","","","CAZOLETA RENAULT 6CZ7703","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","CAZOLETA","ImbelloniR12","","CAZOLETA SADAR AUDI A3 SM5490CC","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","CAZOLETA","","","CAZOLETA SM7703C","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","CAZOLETA","ImbelloniR12","","cazoleta suran -gol trend SM8424CC","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","CAZOLETA","ImbelloniR12","","CAZOLETA TRASERA FIAT LINEA sm8872c sadar","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","CAZOLETA","ImbelloniR12","","CAZOLETA VW SM5499CC","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","CRAPODINA","","","CRAPODINA 1200RR","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","CRAPODINA","","","CRAPODINA HIDRAULICA GH231760","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","CAZOLETA","","","ESPACIADOR PLASTICO P/ BARRA ESTAB. 1680-CAPEMI","$1.00","5.00%","$5.00","5.00%","$5.00","4","Si"
"AMORTIGUADORES","SUSPENSION DEL","ImbelloniR12","649684019085","KIT SUSPENSION DEL. VW CARA FUELLE Y TOPE 32034J","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","SUSPENSION DEL","ImbelloniR12","22735","KIT SUSPESION TRASERO FORD 22735","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"AMORTIGUADORES","SUSPENSION DEL","ImbelloniR12","","PARRILLA PEU/CITR 6PR8119 IZQ","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","SUSPENSION DEL","ImbelloniR12","","PARRILLA PEU/CITR 6PR8120 DER","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"AMORTIGUADORES","CAZOLETA","ImbelloniR12","","SOMBRERITO 999039VTH VTH9039","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"BATERIAS","MOURA","","","BATERIA 12V 65AMP. 12X65 ESTANDAR B M20GD","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BATERIAS","MOURA","ImbelloniR12","","BATERIA 12V 75AMP M24KD","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE ACEITE","FALLONE","","","bomba 9196ap","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"BOMBA DE ACEITE","FALLONE","ImbelloniR12","","BOMBA ACEITE R12 6611 FALLONE","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"BOMBA DE ACEITE","FALLONE","ImbelloniR12","","BOMBA ACEITE VW 6035F","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"BOMBA DE ACEITE","FALLONE","","","BOMBA DE ACEITE  BS10.235 0001","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE ACEITE","FALLONE","","","BOMBA DE ACEITE FALLONE 6629FF","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE ACEITE","FALLONE","","","BOMBA DE ACEITE FALLONE 6633","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"BOMBA DE AGUA","ANTECUERPO","","","ANTECUERPO VW GOL AN1050","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","ANTECUERPO","","","ANTECUERPO RENAULT R9 AN1256","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA  BA420","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA  BA442","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA  BA460","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA009","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA020","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA046","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA1046","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA1075","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA1076","$1.00","5.00%","$5.00","5.00%","$5.00","3","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA1168","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA1179","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA1193","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA132","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA1358","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA140","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA1419","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA1698","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA179","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA204","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA230","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA252","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA311","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA340","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA358","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA419","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","429","BOMBA DE AGUA BA429","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA434","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA439","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA446","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA447","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA459","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA461","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA470","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA473","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA474","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA477","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","478","BOMBA DE AGUA BA478","$1.00","5.00%","$5.00","5.00%","$5.00","5","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA502","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA504","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA508","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA510","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA511","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA537","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA553","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA582","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA597","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA679","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA680","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA684","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA691","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA694","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA698","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA707","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA710","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA711","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA712","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA721","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA810","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA889","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA BA898","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA900","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","","","BOMBA DE AGUA BA964","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"BOMBA DE AGUA","EUGA","ImbelloniR12","202753","BOMBA DE AGUA E202753 BA1419","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","","BOMBA DE AGUA FIAT PALIO BA1442","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"BOMBA DE AGUA","VMG","ImbelloniR12","392023","BOMBA DE AGUA FORD BRONCO BA256","$33800.00","65.00%","$55770.00","65.00%","$55770.00","1","Si"
"BUJIA","ENCENDIDO","ImbelloniR12","4047024115385","1.2 16V  79075","$1.00","5.00%","$5.00","5.00%","$5.00","30","Si"
"BUJIA","ENCENDIDO","ImbelloniR12","4047025165419","79138","$1.00","5.00%","$5.00","5.00%","$5.00","12","Si"
"BUJIA","ENCENDIDO","ImbelloniR12","3730001","BUJIA 3ECT7DK.  MR.     0004","$1.00","5.00%","$5.00","5.00%","$5.00","8","Si"
"BUJIA","NAFTA","ImbelloniR12","3165143134344","BUJIA DE NAFTA FR7DC 3165143527023","$1.00","5.00%","$5.00","5.00%","$5.00","95","Si"
"BUJIA","ENCENDIDO","","7895291059553","BUJIA ENCENDIDO C041LR6XBO ACEDELCO","$1.00","5.00%","$5.00","5.00%","$5.00","12","Si"
"BUJIA","ENCENDIDO","","","BUJIA ENCENDIDO CT7DKMR3","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"BUJIA","ENCENDIDO","","","BUJIA HC462","$1.00","5.00%","$5.00","5.00%","$5.00","12","Si"
"BUJIA","PRECALENTADORA","ImbelloniR12","","BUJIA PRECALENTADOR  HC173","$1.00","5.00%","$5.00","5.00%","$5.00","12","Si"
"BUJIA","CABLE BUJIA","","","CABLE BUJIA  021796","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"BUJIA","CABLE BUJIA","","","CABLE BUJIA  0633015","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BUJIA","CABLE BUJIA","","","CABLE BUJIA  0633088","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BUJIA","CABLE BUJIA","ImbelloniR12","","CABLE BUJIA  CV0250003","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"BUJIA","CABLE BUJIA","ImbelloniR12","7894766723449","CABLE BUJIA  CV0700064","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BUJIA","CABLE BUJIA","","47979","CABLE BUJIA  CV0733072","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"BUJIA","CABLE BUJIA","","","CABLE BUJIA  LEIHTT66SC-LUCAS","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"BUJIA","CABLE BUJIA","","","CABLE BUJIA 0333050","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BUJIA","CABLE BUJIA","ImbelloniR12","","CABLE BUJIA CORSA CV0250002","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BUJIA","CABLE BUJIA","","","CABLE BUJIA CV0250027","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"BUJIA","CABLE BUJIA","ImbelloniR12","","cable bujia fiat 1.4 spi 99c556","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"BUJIA","CABLE BUJIA","ImbelloniR12","","CABLE BUJIA RENAULT 1.6 8V  cv0180068","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"BUJIA","CABLE BUJIA","ImbelloniR12","7894766723128","cable bujia trend suran fox cv0700001","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"BUJIA","ENCENDIDO","ImbelloniR12","0107891579870421300004","F6RFMM 3ect6f    mr      0004","$1.00","5.00%","$5.00","5.00%","$5.00","4","Si"
"BUJIA","ENCENDIDO","ImbelloniR12","3165141242324","FR8ME 79005","$1.00","5.00%","$5.00","5.00%","$5.00","16","Si"
"BUJIA","ENCENDIDO","ImbelloniR12","48341776076","GV7R43-08 KER7A-8DEG","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"BUJIA","PRECALENTADORA","ImbelloniR12","110","HC110","$1.00","5.00%","$5.00","5.00%","$5.00","12","Si"
"BUJIA","PRECALENTADORA","ImbelloniR12","","HC112","$1.00","5.00%","$5.00","5.00%","$5.00","6","Si"
"BUJIA","PRECALENTADORA","ImbelloniR12","117","HC117","$1.00","5.00%","$5.00","5.00%","$5.00","12","Si"
"BUJIA","PRECALENTADORA","ImbelloniR12","130","HC130","$1.00","5.00%","$5.00","5.00%","$5.00","9","Si"
"BUJIA","PRECALENTADORA","ImbelloniR12","148","HC148","$1.00","5.00%","$5.00","5.00%","$5.00","12","Si"
"BUJIA","PRECALENTADORA","","152","HC152","$1.00","5.00%","$5.00","5.00%","$5.00","12","Si"
"BUJIA","PRECALENTADORA","ImbelloniR12","250","HC250","$1.00","5.00%","$5.00","5.00%","$5.00","12","Si"
"BUJIA","ENCENDIDO","ImbelloniR12","0107891579870582300004","K6RFMM","$1.00","5.00%","$5.00","5.00%","$5.00","12","Si"
"BUJIA","ENCENDIDO","ImbelloniR12","0107891579870711300004","KH5RFMM-11","$1.00","5.00%","$5.00","5.00%","$5.00","8","Si"
"BUJIA","ENCENDIDO","ImbelloniR12","","LFR5B 16V","$1.00","5.00%","$5.00","5.00%","$5.00","9","Si"
"BUJIA","ENCENDIDO","ImbelloniR12","","LSPFR5B 2.0 16V","$1.00","5.00%","$5.00","5.00%","$5.00","16","Si"
"BUJIA","ENCENDIDO","","","LSPP6EFS","$1.00","5.00%","$5.00","5.00%","$5.00","4","Si"
"BUJIA","ENCENDIDO","ImbelloniR12","0107891579870872300004","QH7RFMM-10","$1.00","5.00%","$5.00","5.00%","$5.00","8","Si"
"BUJIA","ENCENDIDO","ImbelloniR12","4047025139328","VR7NII33X","$1.00","5.00%","$5.00","5.00%","$5.00","8","Si"
"BUJIA","ENCENDIDO","","4047024384354","VR7SPP33","$1.00","5.00%","$5.00","5.00%","$5.00","10","Si"
"BUJIA","ENCENDIDO","ImbelloniR12","3165143134245","WR8DC P 3165143526682","$1.00","5.00%","$5.00","5.00%","$5.00","81","Si"
"BUJIA","ENCENDIDO","ImbelloniR12","4047025923309","Y7LER02","$1.00","5.00%","$5.00","5.00%","$5.00","10","Si"
"CABLES","CABLE DE INST.","","","CABLE DE INST. BIP.P.CHATO ECO 2X2 5    (11208-EME)","$1.00","5.00%","$5.00","5.00%","$5.00","93","Si"
"CABLES","CABLE DE INST.","","","CABLE DE INST. ENV. RED. ECO  4X1 (1019-EME)","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"CABLES","CABLE","ImbelloniR12","","CABLE UNIPOLAR 1X1 (POR MEDIO METRO)","$1.00","5.00%","$5.00","5.00%","$5.00","190","Si"
"CABLES","CABLE","ImbelloniR12","","CABLE UNIPOLAR 1X1.50 (POR MEDIO METRO)","$1.00","5.00%","$5.00","5.00%","$5.00","190","Si"
"CABLES","CABLE","ImbelloniR12","","CABLE UNIPOLAR 1X2.50 (POR MEDIO METRO)","$1.00","5.00%","$5.00","5.00%","$5.00","170","Si"
"CABLES","CABLE","","","CABLE UNIPOLAR 1X4  10054-EME    (POR MEDIO METRO)","$1.00","5.00%","$5.00","5.00%","$5.00","197","Si"
"CAÑOS","FALANGE","ImbelloniR12","","CAÑO CP0001","$1.00","5.00%","$5.00","5.00%","$5.00","6","Si"
"CAÑOS","TUBO VASO EXPANSION","ImbelloniR12","009145","ACOPLE VALVULA FORD 9145AP","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"CAÑOS","FALANGE","ImbelloniR12","","CAÑO CP0002","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"CAÑOS","FALANGE","ImbelloniR12","","CAÑO CP0003","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"CAÑOS","FALANGE","ImbelloniR12","","CAÑO CP0005","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"CAÑOS","FALANGE","ImbelloniR12","","CAÑO CP0020","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"CAÑOS","FALANGE","ImbelloniR12","","CAÑO CP0041","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"CAÑOS","FALANGE","ImbelloniR12","","CAÑO CP0042","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"CAÑOS","FALANGE","ImbelloniR12","","CAÑO CP0044","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"CAÑOS","FALANGE","ImbelloniR12","","CAÑO CP0045","$1.00","5.00%","$5.00","5.00%","$5.00","0","Si"
"CAÑOS","FALANGE","ImbelloniR12","","CAÑO CP0050","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"CAÑOS","FALANGE","ImbelloniR12","","CAÑO CP0062","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"CAÑOS","FALANGE","ImbelloniR12","","CAÑO CP0063","$1.00","5.00%","$5.00","5.00%","$5.00","2","Si"
"CAÑOS","FALANGE","ImbelloniR12","","CAÑO CP0097","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"CAÑOS","FALANGE","ImbelloniR12","","CAÑO CP0160","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"CAÑOS","FALANGE","ImbelloniR12","","CAÑO CP0170","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"CAÑOS","FALANGE","ImbelloniR12","","CAÑO CP0171","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
"CAÑOS","FALANGE","ImbelloniR12","","CAÑO CP0183","$1.00","5.00%","$5.00","5.00%","$5.00","1","Si"
