"Agrupamiento","Categoría","Proveedor","Cod. Barras","Producto","Costo","FactorMin","PrecioMin","FactorMay","PrecioMay","Stock","Activo"
"GENERAL","GENERAL","","059","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","022","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","118","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","085","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","079","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","110","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","018","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","117","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","050","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","055","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","070","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","095","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","001","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","049","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","082","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","077","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","093","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","053","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","015","AJ TAPA ARRANQUE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996017096","AKX-1215","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016792","AKX-1397","$0.00","0.00%","$0.00","0.00%","$0.00","1","Si"
"GENERAL","GENERAL","","7990996016891","AKX-1446","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016600","AKX-1939","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016846","AKX-1993","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016556","AKX-2108","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996017058","AKX-35163","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016983","AKX-35321","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996017140","AKX-35323","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016747","AKX-35603","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996016693","AKX-3565","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7111182","ALOJAMIENTO P/CAMBIOS","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","10625236","ALTRI RADIADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","3812","APERTURA CAPOT","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996004034","AR-382 MITSUBISHI CANTER","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","AUSTILI LENTE IZQUIERDO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","AUSTILI LENTE IZQUIERDO L8008","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","636","BAIML","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","47773","BARRERO CORSA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","47469","BARRERO POLO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","BATERÍA POS/NEG 6 Y 12V","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996000128","Bateria William 120w","$110000.00","30.00%","$143000.00","10.00%","$121000.00","0","Si"
"GENERAL","GENERAL","","2452750","BIELETA SELEC. CAMBIO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7115953","BIELETA SELEC. CAMBIO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","049299","BISEL DELANTERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","BLACK FILM POLARIZADOR AD58","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","BLACK FILM POLARIZADOR AN91","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996000180","BOCINA ELECTRICA 90MM","$10500.00","1.00%","$10610.00","1.00%","$10610.00","0","Si"
"GENERAL","GENERAL","","7990996000265","BORNER DIESEL POSITIVO","$6000.00","0.10%","$6010.00","0.10%","$6010.00","0","Si"
"GENERAL","GENERAL","","9535061","BOTON ACRILICO TECLA BALIZA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","BOYA PARA SENSOR DE NIVEL COMB.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996014668","BRAZO ESCOBILLA BR-01","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7110802","BUJE BALANCIN SELECTORA CAMBIO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","71111291","BUJE PALANCA DE CAMBIO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","201073","BUJE SELECTORA CAMBIO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","C115 MANIJA INTERIOR DERECHA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","C129 MANIJA INTERIOR IZQUIERDA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","C131 MANIJA INTERIOR DERECHA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","C161 MANIJA INTERIOR DERECHA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","C166 MANIJA INTERIOR DERECHA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","404","CABLE PARA BUJÍA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996004676","CABLE PARA BUJÍA (VARIOS)","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","9808647180","CAJA TERMOSTATO EXPOYER","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","6263","CAPUCHON DE GOMA VARILLA NIV. DE ACEITE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1110","CAR RESORTE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1013","CAR RESORTE DELANTERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","511","CAR RESORTE DELANTERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1338","CAR RESORTE DELANTERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1645","CAR RESORTE DELANTERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","189","CAR RESORTE DELANTERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1635","CAR RESORTE DELANTERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","416","CAR RESORTE DELANTERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","0914","CAR RESORTE DELANTERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","923","CAR RESORTE DELANTERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","954","CAR RESORTE DELANTERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","591","CAR RESORTE DELANTERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","561","CAR RESORTE DELANTERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1878","CAR RESORTE DELANTERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","0550","CAR RESORTE DELANTERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1883","CAR RESORTE DELANTERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1633","CAR RESORTE DELANTERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","525","CAR RESORTE TRASERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","551","CAR RESORTE TRASERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1897","CAR RESORTE TRASERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1668","CAR RESORTE TRASERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1884","CAR RESOTE TRASERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","11831","CAR RESOTE TRASERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1819","CAR RESOTE TRASERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1888","CAR RESOTE TRASERO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","4148791","CARCASA C/TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","CHEVETTE M/V CRISTAL IZQUIERDO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","21172","CIERRE DE BAÚL UNO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","CINTA BLANCA BALIZA 30MTS I3952/5","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996014897","CINTA DE AMARRE QKL","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","22","CINTA DE TIRO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","39525","CINTA ROJA BALIZA 20MTS","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","CIRCUITO INTERNO TRASERO RENAULT TRAFIC 96/AD","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","CIRCULO VELOCIDAD MÁXIMA 100 (23)","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","CIRCULO VELOCIDAD MÁXIMA 110 (20)","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","CIRCULO VELOCIDAD MÁXIMA 60 (1)","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","CIRCULO VELOCIDAD MÁXIMA 80 (19)","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","CIRCULO VELOCIDAD MÁXIMA 90 (11)","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","2119559751","CONECTOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","25250","CONJ. REP. PALANCA DE CAMBIOS","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7535","CONJUNTO SELEC. A CABLE COM.","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","CRISTAL ADAPTABLE R11 ALTA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","060432","CRISTAL BAJA EXTERNA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","CRISTAL DE OPTICA FIAT UNO 92 DERECHO","$10898.00","1.00%","$11010.00","1.00%","$11010.00","0","Si"
"GENERAL","GENERAL","","","CRISTAL DE OPTICA FIAT UNO 92 IZQUIERDO","$10898.00","1.00%","$11010.00","1.00%","$11010.00","0","Si"
"GENERAL","GENERAL","","00106004","CRISTAL DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","080355","CRISTAL DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","080357","CRISTAL DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","060462","CRISTAL DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","070119","CRISTAL DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","020333","CRISTAL DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","CRISTAL DERECHO FORD TAUNUS GHIA","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","CRISTAL DERECHO FORD TAUNUS GHIA M/V","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","100413","CRISTAL IZQUIERDO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","100939","CRISTAL IZQUIERDO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","080356","CRISTAL IZQUIERDO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","080905","CRISTAL IZQUIERDO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","020334","CRISTAL IZQUIERDO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","504","CRISTAL ROJO SRX","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","4231","CROMOSOL FAROS IZQUIERDO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996014927","CUBRE COCHES SMART CARE","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996014903","CUBRE COCHES ULTRA SHIELD","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","12112119","CUERPO TERMOSTATO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","3987","DAM FARO DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","DAZIA CRISTAL IZQUIERDO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","DEPO FARO DERECHO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","DEPO OPTICA DERECHA 551-1131R-LD-EM","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","551113","DEPO OPTICA IZQUIERDA 551-1131L-LD-EM","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","DEPO-RUYEL OPTICA RANGER 98/00","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","12140735","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1017413","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","12140730","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1017406","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","012140714","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1214073","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","12140727","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7042302","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","123815","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","251465","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","12140732","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","12140731","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","10121403","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","12140714","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1323110","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","10173295","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","0001803","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","11013002","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1214073","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","12140726","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1323230","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","20352","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","20355","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1214071","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","12140726","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1323","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","121407","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1017395","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1214075","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","121407266","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","98000777230","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1214073","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","501214075","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1014673","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1214079","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","50121407","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","12140","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","30512140715","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","10173925","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1214078","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1017399","DEPOSITO RECUPERADOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1011407","DEPOSITO RECUPERADOR 1H011407-AS","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","520600","DEPOSITO RECUPERADOR 520600M","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1214072","DEPOSITO RECUPERADOR C12140726B","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","01214073","DEPOSITO RECUPERADOR FFF1214073-A","$0.00","5.00%","$0.00","5.00%","$0.00","0","Si"
"GENERAL","GENERAL","","151","DEPOSITO RECUPERADOR JL1-51","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","101","DG LEVANTA CRISTALES","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1087","DG MANIJA EXTERIOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","0661094200013","DIVAIO","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","1130","DUCATTO MANIJA EXTERIOR","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996003518","ELF ELFMATIC G3 X1","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996003563","ELF EVOLUTION 15W-50 X1L","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996003594","ELF EXCELLIUM NF 5W40 X1L","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996003525","ELF MOTO CRUISE 20W-50 X1L","$0.00","5.00%","$0.00","5.00%","$0.00","4","Si"
"GENERAL","GENERAL","","7990996003549","ELF MOTO TECH 10W-50 X1L","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","EMPALME T","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","7990996000302","ENCENDEDOR UNIV. 12V S/LUZ","$6000.00","0.10%","$6010.00","0.10%","$6010.00","0","Si"
"GENERAL","GENERAL","","130","ESCOBILLA 13""","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","ESCOBILLA 14"" TYC","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","140","ESCOBILLA 14"" VISIONALL","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","150","ESCOBILLA 15","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","ESCOBILLA 15""","$0.00","5.00%","$0.00","5.00%","$0.00","0","Si"
"GENERAL","GENERAL","","150","ESCOBILLA 15"" 380MM","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","ESCOBILLA 16"" 400MM","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","160","ESCOBILLA 16"" 410MM","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","ESCOBILLA 16"" TYC","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","3906","ESCOBILLA 17"" TUK","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","578483","ESCOBILLA 19""","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","ESCOBILLA 19"" 480MM","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","08709","ESCOBILLA 19""/16""","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","17200","ESCOBILLA 20""","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","578484","ESCOBILLA 20"" 500MM","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","ESCOBILLA 20"" 508MM","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","17210","ESCOBILLA 21""","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","210","ESCOBILLA 21"" 543MM","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","","ESCOBILLA 21"" 543MM","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","80917","ESCOBILLA 22""/18""","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","230","ESCOBILLA 23"" 585MM","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","578407","ESCOBILLA 24""","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","240","ESCOBILLA 24""","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","240","ESCOBILLA 24"" VISIONAIL","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
"GENERAL","GENERAL","","260","ESCOBILLA 26""","$0.00","0.00%","$0.00","0.00%","$0.00","0","Si"
